SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2459,2,3,Urban,2003,232974.1703
2948,3,3,Suburb,2002,283715.3805
2445,4,3,Suburb,1992,113827.7656
1553,3,3,Urban,1967,115575.522
1020,5,3,Rural,1952,98716.03835
1553,3,2,Urban,2001,172649.2993
1396,4,1,Urban,1981,124313.7553
1624,5,2,Urban,1951,214156.604
1104,5,2,Suburb,1960,107228.5392
1191,2,3,Rural,1951,163391.494
1016,5,2,Suburb,1978,190235.2454
2143,4,2,Suburb,1952,254698.6998
1392,2,3,Urban,2009,191605.0123
1424,4,2,Urban,2005,133596.2554
1128,4,2,Suburb,1950,178684.878
2153,2,1,Urban,2013,169288.5717
1571,2,3,Rural,1961,166900.0131
2583,3,3,Suburb,1954,303031.1698
1028,4,2,Urban,2001,120717.0354
2120,3,3,Suburb,2020,244825.1606
2033,5,1,Rural,1992,180347.8961
1241,5,2,Suburb,2007,192982.3992
2849,3,1,Suburb,1979,247704.5366
2979,2,2,Suburb,1967,257150.9829
1231,5,2,Urban,1986,203542.425
1788,2,3,Suburb,1967,260748.1255
2307,3,3,Urban,1985,271059.9372
1714,2,2,Urban,2004,175358.6972
1758,4,1,Suburb,2005,143407.4765
1801,5,2,Suburb,2009,157229.5024
1775,2,2,Suburb,1996,171578.1451
2978,2,2,Suburb,1970,291795.4759
1725,4,1,Suburb,1981,80574.05732
1199,2,3,Suburb,1979,157912.5287
1944,3,3,Suburb,1990,130009.8006
1078,3,1,Urban,2007,57658.96129
2936,3,3,Rural,2011,289947.4395
1955,5,2,Rural,1990,238773.3124
2878,2,3,Rural,1967,312036.3603
1855,5,3,Rural,1987,217283.7708
2196,5,1,Urban,1996,194780.8881
1466,2,1,Rural,2006,156811.7644
1580,2,2,Suburb,1971,236684.5768
2439,3,2,Urban,1994,267225.5738
1939,5,3,Rural,2004,260253.775
1448,5,1,Rural,1988,66486.86232
1086,2,1,Rural,2017,127241.756
1100,5,2,Rural,1989,182859.9475
2031,4,3,Rural,1965,256195.7758
1844,2,3,Rural,2011,225565.5271
2223,3,1,Urban,1957,201606.5244
2528,4,1,Suburb,1984,285395.1007
1086,4,1,Rural,1981,183383.5692
1042,3,1,Rural,1995,114428.8059
2408,4,2,Rural,1993,353976.5
2644,4,2,Urban,2000,235622.4051
2458,4,1,Rural,1969,285258.9993
1407,5,3,Urban,2005,165141.4607
2506,4,2,Urban,1957,199439.1247
1663,4,1,Suburb,2000,198048.5434
2040,2,1,Urban,1950,212732.3376
2668,3,3,Suburb,1992,233696.2862
1147,5,3,Rural,2014,67321.3716
1276,5,1,Rural,2008,165273.7725
1231,3,2,Rural,1990,144638.7181
2849,5,2,Rural,1959,319329.4672
2950,5,3,Urban,1986,382303.3065
1365,5,2,Suburb,1966,177278.824
2251,2,2,Urban,1963,207351.8301
2674,2,2,Rural,1965,411781.9948
1435,5,1,Urban,1953,264587.3995
1398,3,1,Rural,1967,147721.2074
2234,3,2,Suburb,1988,252086.0103
2414,2,1,Urban,1953,147288.7771
1498,2,3,Suburb,1962,203830.8199
1539,4,2,Urban,2003,166166.1651
1562,2,2,Suburb,1970,189795.0842
2514,5,3,Urban,1962,219149.5809
1441,2,2,Urban,1980,190185.0235
2284,4,2,Rural,1954,159292.7807
1772,4,2,Urban,1958,69042.38379
1349,3,3,Suburb,1994,237053.3426
2375,3,1,Suburb,1958,149445.6618
1519,5,1,Suburb,1958,92982.49698
2343,2,2,Rural,2007,196703
1137,4,1,Suburb,1971,123377.99
2573,4,2,Rural,2005,165588.5823
2646,3,3,Suburb,1953,209654.2
1991,3,3,Rural,1992,155152.1827
1367,2,2,Suburb,1979,129191.5432
2243,4,2,Rural,1978,337379.2207
2360,3,2,Urban,1965,285712.3727
2246,2,1,Suburb,1964,236335.4105
2671,2,3,Rural,1957,241037.4047
2791,2,2,Rural,1964,279430.4
1359,3,1,Rural,2009,138899.4748
1920,3,2,Rural,1982,229328.4149
1328,3,3,Suburb,2021,165888.7736
1961,5,3,Rural,1990,216560.9931
1462,5,3,Suburb,2008,205631.557
1945,5,2,Urban,1982,230228.2498
1962,3,3,Urban,1991,136922.901
2584,3,2,Urban,1964,217015.2165
2827,5,1,Suburb,1968,266097.7406
2405,4,1,Urban,1995,320707.5064
1835,4,1,Suburb,1978,250200.1151
2613,4,2,Urban,1959,281734.3934
2640,4,3,Urban,2010,299682.9632
1168,5,3,Suburb,1980,133294.1228
1216,2,2,Urban,1951,147211.2554
1377,2,1,Suburb,1960,181801.3084
1118,4,1,Suburb,1989,149202.6706
1189,3,2,Urban,1988,105365.6034
1766,4,3,Suburb,1999,189955.1372
1369,4,3,Rural,1955,175157.0296
2801,2,3,Rural,1977,257263.167
1148,3,3,Urban,1961,154140.8473
2699,2,1,Rural,1997,312966.2803
1651,3,3,Urban,2005,189808.5161
2882,5,2,Suburb,1982,371934.4888
2511,2,3,Suburb,1959,288418.6461
1769,5,1,Rural,1958,237649.0971
1373,5,3,Rural,2008,132497.9906
1780,4,3,Rural,1971,269155.7514
2716,3,2,Suburb,1998,321177.9522
1159,2,3,Rural,2010,126204.6848
1350,4,3,Urban,1980,187740.5591
2935,2,2,Suburb,2014,310095.1201
2311,5,2,Rural,1956,305474.8656
2311,2,2,Suburb,1971,240336.7127
1891,2,2,Suburb,1970,186482.0244
2249,4,1,Urban,1996,227382.4833
1522,3,3,Urban,1981,214824.4817
1521,2,3,Rural,1996,190829.5939
1782,5,1,Suburb,2015,314004.3201
1272,5,2,Urban,2014,157232.4164
1935,4,3,Urban,2010,146276.7206
2425,5,2,Rural,1966,298145.6938
1182,2,2,Suburb,1972,141121.9211
2992,3,1,Rural,1999,324707.658
2688,2,1,Rural,2018,272252.4117
1487,4,2,Rural,2013,172630.7945
2850,5,3,Suburb,1997,348967.9234
1845,2,2,Suburb,1962,227820.7861
1123,2,3,Rural,1966,94380.1
1984,5,2,Rural,2013,217392.2378
2649,3,2,Rural,2000,358652.4308
1789,3,3,Suburb,1974,262667.8821
1413,3,1,Rural,1969,170918.9
2748,5,1,Urban,2008,304504.398
2195,2,2,Rural,2018,109733.1424
2311,4,3,Rural,1970,256710.0632
2458,2,1,Suburb,1982,228394.7586
1685,5,3,Suburb,2012,142153.2851
1112,5,1,Urban,2005,70445.46443
1887,2,3,Rural,1955,235102.4378
2940,5,2,Suburb,1961,250084.4918
1121,2,3,Suburb,2006,101599.9098
2567,2,2,Suburb,2006,282166.6719
2245,3,1,Suburb,2017,343022.7574
2654,5,3,Suburb,1999,297306.9439
1038,5,1,Suburb,1976,96854.60595
1496,3,1,Rural,2010,231832.9731
1779,3,2,Suburb,1954,220128.9846
2256,3,3,Rural,2016,248975.8353
1942,4,2,Rural,1953,194949.5751
2553,5,3,Urban,1962,345898.2
1148,2,1,Urban,1952,207320.0155
2420,2,1,Urban,2020,335654.6821
2021,2,3,Rural,1964,170014.4475
1660,5,1,Rural,1968,203439.9026
2661,4,1,Rural,1980,279168.2935
2927,5,2,Suburb,1964,270887.9805
1301,5,1,Urban,1997,82347.26906
2383,5,1,Suburb,2003,225942.174
1237,5,1,Urban,2004,220770.215
1646,5,3,Urban,2007,295325.5508
1662,4,1,Suburb,2005,147084.9127
1235,3,2,Rural,2012,-19871.3
2759,2,2,Urban,2013,313276.2532
1202,5,2,Rural,1984,250758.4084
1255,5,2,Suburb,1980,167128.782
1597,5,1,Urban,1968,131208.1655
1661,2,2,Rural,2007,164928.548
1234,4,3,Urban,2002,64552.72702
2368,2,3,Rural,2017,309664.598
1533,4,1,Rural,1958,195595.7603
1859,3,3,Rural,1959,209603.7269
2820,5,3,Suburb,1997,338858.368
2804,4,1,Urban,1972,235291.7023
2489,2,1,Rural,1974,240502.1599
1769,4,2,Suburb,2006,261743.9067
1540,4,2,Rural,1985,112637.0593
1212,3,1,Rural,1975,190867.2487
1462,5,3,Suburb,1976,166426.1819
1435,5,1,Suburb,1985,101224.1919
1282,2,2,Urban,1981,162832.7625
2585,2,1,Suburb,1976,346352.981
2630,3,1,Rural,1963,255598.2309
2486,4,3,Suburb,1995,319032.1494
2430,4,1,Suburb,1998,299338.6524
1087,2,2,Rural,1983,115141.8318
2067,5,1,Rural,1979,281590.0396
1460,4,3,Urban,1982,206687.407
1277,3,1,Rural,1992,69539.33493
2706,2,3,Suburb,1957,229539.8669
1420,4,1,Suburb,2018,156561.6257
2724,5,3,Rural,1963,358648.7381
2376,5,1,Urban,2010,254442.4445
1695,3,1,Urban,1970,289798.0417
1514,3,1,Rural,1978,217093.7264
1702,2,1,Suburb,1958,157277.3114
2653,2,1,Rural,2011,192253.8753
1018,5,2,Suburb,2006,128947.1792
1022,5,2,Suburb,1977,144098.6497
1412,4,1,Suburb,1978,180968.8137
2053,4,3,Rural,1998,256961.1189
2830,4,3,Suburb,2000,280565.9844
1107,3,2,Rural,2008,189618.7095
2390,3,2,Rural,1990,209809.9029
2304,4,2,Urban,1968,318464.1309
2151,5,3,Urban,1972,203172.4696
2252,2,2,Urban,2017,249661.2375
2134,3,2,Rural,1977,268257.4295
1135,3,2,Rural,2021,157990.0476
1361,4,1,Rural,1983,112370.169
2209,2,1,Urban,1967,186727.3614
2679,3,2,Suburb,1982,215865.2424
2607,2,3,Suburb,2004,215014.2583
1128,3,1,Urban,1979,61993.38
2899,2,2,Urban,1952,372315.8471
2284,2,1,Suburb,1971,332202.8676
1514,3,3,Urban,1965,200507.001
1448,2,2,Rural,1958,189605.2788
2923,5,2,Rural,1988,359085.9999
2127,3,1,Urban,2012,221557.2436
2506,3,2,Rural,1982,242896.7263
2247,5,1,Rural,1964,243800.5491
2855,2,3,Rural,1974,217989.6904
1873,5,1,Suburb,1980,218285.6547
2889,3,2,Urban,2009,412180.6786
2514,5,3,Rural,1993,276918.7546
1472,2,3,Urban,1999,147911.1591
2033,5,3,Rural,1965,266828.8048
2428,3,1,Suburb,2019,232022.1
2919,2,3,Rural,1999,254693.6927
1301,3,2,Suburb,1979,108301.9194
1230,3,3,Rural,1989,217984.6768
2754,4,3,Suburb,1991,280689.2339
1922,3,1,Rural,1950,141603.3835
2089,3,1,Rural,2013,261293.3782
1936,2,2,Suburb,1991,224127.1424
1111,2,2,Rural,1984,91996.30687
2036,2,1,Rural,1995,242475.6811
2416,5,3,Rural,1967,310962.874
1499,5,1,Suburb,2007,118865.2479
1931,2,1,Urban,2013,257032.8913
1597,5,1,Rural,1957,172280.0653
1233,4,2,Rural,1980,66481.78547
1601,5,2,Suburb,1963,111508.2163
1313,4,2,Urban,1970,125095.5486
1565,2,2,Rural,2020,185563.7578
2035,2,3,Rural,2004,259814.2224
1208,5,2,Urban,1985,141224.8526
2997,2,2,Rural,1988,230653.3848
2037,2,3,Urban,1975,286036.6114
2656,3,3,Suburb,1985,351655.9717
2441,2,1,Suburb,1985,268620.7994
2460,3,3,Urban,2009,248555.109
2400,2,3,Suburb,1975,240143.6717
2043,4,2,Urban,1982,137819.9478
1586,4,2,Rural,1965,163736.6868
2935,2,2,Suburb,1950,241215.8461
2778,4,2,Urban,2014,318478.9075
2758,4,3,Urban,2011,271596.9777
2014,4,2,Urban,1964,314082.5856
2093,5,2,Rural,1977,309180.0719
2847,4,1,Rural,1984,254727.0311
2234,3,3,Rural,1955,217044.4727
2124,5,3,Suburb,1956,261314.7535
1697,3,3,Rural,1977,210918.2755
1131,3,1,Urban,1999,171937.2261
2646,3,3,Rural,1986,285216.9
2404,5,3,Suburb,1980,168817.3
2155,2,2,Rural,1956,211881.5938
2043,4,3,Urban,2002,217343.663
2929,4,2,Suburb,1987,327070.7786
1535,2,1,Urban,1990,213733.3771
2013,2,2,Rural,1990,266794.0985
1226,3,1,Suburb,2008,165595.0854
2177,5,1,Suburb,1962,234625.5799
2828,3,1,Urban,1961,311416.5292
2765,4,2,Suburb,1975,268501.3
2492,2,1,Suburb,2003,320150.1052
1821,4,2,Suburb,1995,188399.6186
1870,2,2,Urban,1983,203003.3169
1404,5,2,Rural,2005,77075.49364
1201,3,1,Urban,2006,129520.4436
1037,4,2,Rural,1984,183274.9743
1941,5,2,Rural,1966,222369.3557
2795,4,1,Suburb,1982,279070.8179
1187,2,2,Suburb,2004,211295.0221
2080,4,1,Rural,1967,179504.1171
1940,5,1,Rural,1983,178111.5765
2043,5,1,Suburb,1955,158461.3181
1272,3,2,Rural,2011,213233.2984
2142,4,2,Rural,2017,148585.6112
1582,2,3,Rural,2010,169730.1
1515,4,3,Rural,2012,157802.861
2244,3,3,Rural,1971,250040.0838
1525,2,1,Suburb,1969,225603.0782
2538,2,3,Suburb,1959,252853.9168
2751,3,2,Urban,2004,280059.6977
2764,2,1,Rural,2005,221608.0864
1335,5,1,Urban,2014,187410.458
1697,5,2,Urban,1964,200595.5223
2078,2,3,Suburb,1977,230098.5472
1499,4,3,Rural,1965,242685.839
1899,2,2,Urban,2009,221111.313
2911,4,2,Urban,2006,249657.28
1765,3,3,Urban,1964,165649.0325
1535,5,2,Suburb,1999,305659.5845
1161,5,3,Rural,1970,195354.3034
2693,3,2,Rural,1997,260102.3187
1593,3,3,Suburb,1980,131238.8394
2938,5,2,Rural,2013,241186.5709
1158,3,1,Suburb,2008,167100.6521
2211,2,1,Rural,1987,220628.4754
1059,2,1,Urban,1986,91808.81943
1914,4,2,Rural,1963,226146.1206
2840,4,3,Urban,2011,353639.1194
2342,4,3,Rural,2019,212892.9357
2901,2,3,Urban,1996,470989.6791
1210,5,1,Rural,2019,89705.1585
1405,4,1,Urban,1988,184428.1239
1663,2,3,Rural,2020,167679.8968
2132,5,2,Suburb,1982,245569.0828
2099,3,2,Rural,2000,314619.8376
1541,2,3,Urban,1994,227911.994
2337,3,3,Suburb,1983,169714.927
1997,4,2,Suburb,1996,220657.9832
2140,5,3,Urban,1986,199300.1652
1926,2,2,Suburb,1952,173274.284
1867,4,2,Urban,2017,143930.5258
2727,4,1,Suburb,1959,222875.4109
1018,5,1,Rural,1970,152476.6391
1431,3,1,Urban,2021,193015.2045
2708,4,3,Suburb,2004,284986.7129
1739,5,2,Suburb,2016,183037.5106
2373,5,3,Urban,2013,297296.0006
1182,2,3,Urban,1951,96296.99457
1112,4,3,Urban,1982,22206.06152
2206,3,2,Suburb,1988,300476.2032
1480,3,1,Suburb,2014,206367.8239
2169,4,2,Rural,2014,246342.4858
1830,3,2,Urban,2009,245287.5254
2651,5,3,Rural,1966,331022.4592
2136,5,3,Urban,2007,270464.4601
1762,4,1,Suburb,1980,256277.3253
1475,3,2,Urban,1955,105710.2114
1762,5,1,Rural,2000,150840.4402
2326,4,3,Rural,1999,298666.7447
1970,5,3,Suburb,2016,240967.2793
2848,4,1,Rural,2005,328773.3981
2019,2,1,Rural,1960,234185.0805
2141,2,2,Suburb,1956,320770.3634
2836,4,1,Rural,1999,270068.8025
1160,2,1,Suburb,2007,183294.6824
1400,2,2,Suburb,1983,110133.3715
1197,3,3,Rural,1956,106614.7121
2283,2,2,Suburb,1951,174931.5493
1659,3,3,Urban,1984,235157.3052
2775,2,3,Suburb,1985,245658.4858
2070,2,1,Rural,1976,188867.9144
1398,5,1,Urban,1975,306902.2965
2733,4,1,Urban,2019,208916.6289
2582,2,1,Urban,2021,272727.8839
1077,4,1,Urban,1965,155367.5214
1123,4,3,Suburb,1956,147367.2098
1074,5,2,Suburb,1957,233342.8639
2894,4,1,Suburb,1950,297673
1136,4,3,Rural,1981,177642.9566
1601,2,1,Rural,1977,117202.9788
2423,5,2,Urban,2001,329919.086
1836,4,3,Rural,1982,183705.8913
2528,2,2,Suburb,1967,314441.3188
1499,5,1,Suburb,1971,192430.773
2596,2,3,Suburb,1999,315521.4706
1137,5,2,Suburb,1963,105493.1972
1049,5,1,Suburb,1991,78552.60333
2794,3,1,Urban,2019,263332.1577
1972,3,3,Suburb,1991,243326.4915
2642,3,1,Suburb,1978,247816.9083
2648,4,2,Suburb,1998,303507.0475
2885,2,1,Urban,1962,332380.6721
1253,5,2,Suburb,1985,59000.84998
2653,2,2,Rural,1989,267891.449
1709,4,2,Urban,1971,168040.2105
2872,3,2,Urban,1968,351824.736
2900,3,3,Suburb,2015,412564.994
1562,2,2,Suburb,1993,152606.4096
1756,2,3,Suburb,2005,276174.4772
2938,5,3,Urban,1972,350479.3369
2449,2,3,Urban,1972,240355.2792
1546,5,1,Rural,2007,184503.3402
2325,5,2,Suburb,1994,259824.0601
1921,3,1,Suburb,1969,256325.2327
1580,2,2,Suburb,2008,78396.45392
2372,3,3,Urban,1962,274069.5847
2855,5,1,Urban,1952,384640.6713
2956,3,1,Urban,2017,350610.4492
1048,3,3,Urban,1997,131916.5883
1916,5,3,Urban,2006,245129.2895
2097,4,3,Rural,2021,222578.8924
1703,4,1,Urban,1953,198183.5582
1260,2,3,Urban,1966,176032.5435
1355,3,1,Rural,1963,140389.0777
2605,2,2,Urban,1970,210421.0235
2625,3,3,Rural,2021,208658.3035
2283,2,1,Suburb,2018,267261.5632
1637,2,3,Rural,2003,188448.8732
1742,5,3,Suburb,2001,250110.5778
2318,4,1,Rural,1957,216461.5227
2009,4,1,Suburb,1987,168430.1742
1930,4,1,Rural,1984,256517.7126
1640,5,3,Suburb,2010,213272.1593
1791,4,2,Urban,1999,186789.8583
2336,5,2,Rural,2016,257880.246
1611,3,3,Urban,1994,148121.8992
2861,5,3,Rural,1969,360769.349
1808,2,1,Urban,1964,205899.6521
2205,2,2,Suburb,2001,242852.8854
1685,3,2,Suburb,1992,224795.1931
2851,3,2,Suburb,1979,276481.0919
2387,2,1,Urban,1965,333698.502
1187,4,2,Rural,1975,81644.56474
2592,4,1,Urban,2017,272838.0104
2566,4,3,Rural,1962,364343.4
2619,3,1,Suburb,1960,280160.7374
2687,2,3,Rural,2000,274204.2909
1984,5,2,Suburb,2003,228769.5252
1547,3,3,Suburb,1973,236681.9598
1724,2,3,Urban,1971,161809.1949
1925,4,3,Urban,1968,202510.4547
2431,4,1,Suburb,1981,302009.303
1875,4,1,Suburb,1984,194923.6643
1617,2,1,Rural,1998,121459.5318
1413,4,3,Suburb,2001,168104.0733
2365,2,3,Rural,1992,208800.4412
2243,3,3,Urban,2003,254461.0169
1902,5,2,Suburb,2009,203243.006
1162,4,1,Urban,1983,135338.2593
2974,3,2,Rural,1967,287394.9931
2243,3,2,Rural,1987,285548.9992
1269,2,2,Suburb,2010,156919.1165
1631,3,3,Suburb,2000,180881.3983
1905,2,1,Suburb,2017,172504.5302
2871,2,2,Rural,1975,281596.9708
2423,3,1,Urban,2015,243828.3053
2205,2,1,Suburb,1970,218187.0671
2641,2,3,Urban,2013,319018.0324
2752,2,2,Suburb,1961,249368.2113
1204,3,3,Urban,2018,139409.1161
1581,5,1,Rural,2014,180417.3337
2579,2,2,Suburb,1965,316339.6957
1840,4,1,Rural,1955,257196.7587
2836,3,1,Rural,2005,325137.9298
2251,3,3,Urban,1987,304037.0289
2719,2,2,Urban,1993,319052.6417
2642,3,3,Rural,1994,291488.9833
1595,4,3,Suburb,1988,268973.8839
2873,5,1,Urban,1959,290889.6418
1249,3,2,Rural,2015,174210.344
1874,3,2,Rural,1956,179412.8337
2464,3,2,Rural,2015,218931.1135
2556,2,3,Suburb,1993,332312.8364
1195,4,3,Urban,1994,152033.9592
1689,5,3,Urban,1957,280596.1725
2952,4,1,Rural,1954,377184.8121
2542,4,3,Suburb,1998,293393.8907
2093,3,2,Rural,2001,235960.8406
1638,5,1,Urban,1981,315534.1017
2422,4,2,Suburb,1962,271138.7937
1671,5,3,Rural,1992,97986.39
2783,2,2,Urban,1971,360211.1405
2226,3,1,Urban,1958,287633.9
2171,2,3,Urban,1977,263528.3383
2495,5,1,Suburb,1971,276409.8607
2678,3,3,Suburb,1962,291846.3053
1943,2,1,Urban,1967,223305.4921
1198,3,1,Urban,1975,142072.3562
2940,2,2,Suburb,2017,363669.0211
2449,4,3,Rural,1977,342026.3801
2689,3,3,Rural,2020,246961.947
1491,5,3,Rural,2021,203129.9385
2911,3,1,Urban,1962,244864.3358
1895,5,2,Urban,1999,292255.3198
1141,2,2,Suburb,1967,108098.1014
2336,2,3,Urban,1984,258711.5062
1164,5,3,Rural,1973,204859.3474
1313,2,1,Urban,1963,107235.3318
1020,3,1,Rural,1999,128991.8166
2105,2,1,Suburb,2017,165743.7921
2604,5,2,Suburb,2019,295541.012
2154,5,1,Suburb,1983,257814.967
2622,4,1,Suburb,1974,178378.5109
2753,5,1,Suburb,1994,338912.5225
2956,2,3,Urban,1950,261327.8317
1983,5,1,Rural,2007,208323.6119
1304,2,3,Rural,1997,136575.8733
2938,2,2,Rural,1966,244917.9231
1370,4,2,Urban,2004,182711.0475
2880,2,3,Rural,1986,309750.7874
1852,5,3,Rural,2013,152756.8729
1383,5,1,Urban,1969,241304.2443
2931,5,1,Rural,1983,453551.1255
1444,2,2,Urban,1952,142373.0633
1424,5,2,Rural,2005,138052.9177
1160,3,2,Suburb,1983,101267.9032
2201,3,2,Suburb,1972,234230.5579
1628,5,1,Urban,1992,219416.2198
2731,2,1,Urban,1981,245241.5355
1894,5,2,Urban,2015,258411.4148
1489,3,1,Urban,2007,165024.0039
2016,2,1,Suburb,2011,229519.9721
1326,5,3,Suburb,1988,161527.811
1597,2,3,Suburb,2006,102084.3954
2014,5,2,Urban,1966,258300.2949
1288,4,2,Suburb,1984,206245.38
1592,2,2,Suburb,1951,250492.2286
2687,3,2,Urban,1967,290750.2526
2596,3,2,Urban,2020,186478.9759
1572,3,1,Rural,1977,175975.4675
2377,3,3,Suburb,1995,252863.2526
1027,5,3,Urban,1954,173563.0149
1953,5,3,Suburb,1968,161885.9464
1042,2,1,Suburb,1977,82188.36
2704,4,1,Suburb,1983,248005.5055
1422,4,1,Suburb,1954,147316.6509
2621,2,3,Urban,1979,274001.3316
1176,3,3,Rural,1973,100923.2651
1528,4,3,Suburb,1968,231680.6
2633,4,3,Rural,1969,368879.9523
1965,2,3,Suburb,2000,97448.90285
2517,3,1,Rural,1981,279240.9838
1197,5,1,Urban,1962,260664.4859
1609,5,3,Suburb,2010,201999.8012
2600,4,1,Suburb,1989,235994.9889
1841,5,3,Rural,2013,185884.9233
1852,2,3,Urban,2012,266982.5714
2540,4,3,Suburb,1968,256259.9994
2537,4,1,Rural,1966,325789.4216
1021,3,2,Urban,1966,115818.1117
2135,5,2,Urban,1952,219097.0323
2080,3,2,Rural,1967,288182.2376
2089,4,2,Urban,1963,354844.0618
1841,5,2,Suburb,2012,237786.2795
1097,3,1,Urban,1952,171366.2201
2167,5,3,Urban,1974,328805.9908
2903,4,2,Suburb,1956,298336.2
1434,4,2,Suburb,1974,170891.7852
1636,4,2,Urban,1966,129305.9247
2702,2,3,Rural,2020,319839.2558
2109,3,2,Suburb,1983,182918.4095
1587,3,1,Suburb,1998,229363.3453
1343,4,3,Rural,1976,131244.0801
2959,3,3,Suburb,2009,336154.7418
2317,4,3,Rural,1984,250399.9872
2979,3,3,Suburb,2010,402057.3858
1570,5,2,Urban,2018,285697.7885
2673,3,2,Urban,1957,320259.1008
1610,4,1,Rural,1963,161553.4183
2727,3,2,Urban,1984,353435.2452
1242,5,3,Rural,2013,222880.0087
2854,5,1,Urban,2017,240094.2447
1560,5,2,Rural,1961,213618.5675
1959,4,3,Rural,2006,254828.5093
1031,2,1,Urban,1983,99658.42336
1390,4,1,Suburb,1984,149127.6008
1276,5,2,Suburb,1978,103228.6335
1531,3,3,Rural,1980,201322.9781
2177,5,2,Rural,2015,204084.141
1382,2,1,Urban,1976,188618.0808
2091,2,3,Urban,1962,244791.6568
2901,5,1,Urban,1991,251995.0279
1883,4,1,Rural,1969,183741.8113
1213,2,3,Urban,1952,212935.7755
2678,5,2,Urban,2003,252127.8907
1375,4,1,Urban,1966,126086.9705
1743,3,3,Rural,1965,196865.225
1212,4,2,Rural,1987,192831.021
1078,2,2,Urban,1968,117633.5861
2749,4,1,Rural,2013,226370.2691
1627,4,3,Suburb,2016,249043.3959
1603,3,2,Rural,1985,303775.7494
1781,5,3,Urban,1957,199144.351
2946,4,2,Urban,1988,362220.4314
2404,3,3,Rural,2016,223260.555
2000,2,3,Urban,1982,283225.982
1679,5,3,Suburb,1997,266903.6131
1057,2,1,Urban,1995,159501.5416
2819,5,2,Rural,1982,356575.6927
2049,4,2,Rural,1965,287449.7692
1880,4,1,Rural,1986,214776.2073
1446,5,2,Rural,2017,70829.82
1065,2,2,Urban,1999,120262.984
2944,2,1,Rural,1954,274809.256
2783,2,1,Rural,2014,272816.9939
2277,4,1,Suburb,1993,270239.0504
2922,5,3,Urban,1968,345222.6193
2991,5,1,Suburb,1995,258926.032
2067,2,3,Urban,1955,262246.9465
2120,4,2,Rural,1997,237816.9349
2577,5,1,Urban,2014,334629.6946
2011,5,1,Rural,2008,244904.1706
1226,2,1,Rural,1981,154917.6625
1773,2,1,Suburb,1960,170531.2263
1678,5,2,Urban,1967,238486.8165
2459,4,3,Urban,1963,311911.9998
2814,3,2,Rural,1958,315312.6609
1600,5,3,Suburb,2010,214499.2518
1378,5,2,Suburb,1951,190032.1276
2201,4,2,Rural,1978,248895.7323
2450,5,2,Suburb,1966,231846.2277
2938,3,1,Suburb,2008,258762.1383
1708,4,1,Suburb,1974,167482.0916
1306,3,3,Rural,1979,231373.9089
1778,3,2,Suburb,1957,257274.4457
1503,5,1,Rural,2002,223601.1649
1267,3,2,Rural,1983,60226.03623
2609,5,2,Rural,1960,321602.6025
1007,5,3,Urban,2009,180894.9181
2943,4,3,Rural,1997,340432.9106
1507,4,2,Urban,1977,202787.4775
1475,4,2,Urban,2004,203692.0315
2320,5,2,Urban,1988,286749.2869
1163,3,3,Rural,2011,149155.7128
1484,3,3,Suburb,2012,127678.3628
2620,4,1,Urban,2006,278907.9416
2095,4,3,Urban,2003,143133.1477
1566,5,2,Suburb,1971,168563.0109
1904,2,2,Urban,1998,247619.1691
1558,2,3,Urban,2016,121452.2986
2934,5,1,Urban,1981,281762.2314
2967,2,3,Rural,1991,250149.0714
1237,2,3,Urban,2018,254997.2311
2127,2,2,Suburb,1959,287641.5601
2233,4,2,Suburb,1989,227150.529
1553,3,1,Urban,2003,298798.4605
1827,3,2,Rural,1957,265677.6989
1467,4,1,Urban,2021,223645.4544
2477,4,3,Suburb,1974,273304.2
2291,4,1,Suburb,1989,288881.1294
1385,2,3,Suburb,1955,197949.3419
1774,5,3,Rural,1990,144503.0058
1847,5,2,Urban,1980,233584.9183
1386,2,3,Urban,1971,155560.2732
1876,2,3,Rural,2001,207864.3503
1258,4,1,Urban,2005,194533.3471
1282,4,2,Urban,1971,223123.8601
2649,3,2,Suburb,1968,225521.7167
2898,4,2,Urban,1970,276008.2547
1039,2,3,Urban,1952,115874.9417
1485,3,3,Suburb,2018,222167.7935
1928,4,1,Urban,1955,193398.7175
1219,3,2,Urban,2004,98540.85109
2152,3,2,Urban,1978,254336.6358
2014,4,3,Rural,1950,124352.7441
2023,5,1,Rural,2021,234453.7925
2543,2,3,Rural,2015,388387.6519
1612,2,2,Suburb,1957,199955.3305
1927,3,3,Suburb,1992,177180.877
2915,5,1,Urban,2017,326510.2445
1687,5,1,Rural,2011,159679.7221
2642,4,3,Suburb,1978,229142.5981
1612,4,2,Urban,1990,170287.5255
1259,2,3,Urban,1985,106782.6315
1989,4,3,Suburb,1964,297026.0565
1965,4,1,Urban,2009,316948.7098
1365,3,3,Rural,2021,154675.5077
2781,5,1,Urban,1956,290229.1629
2810,5,1,Suburb,2006,326710.6437
1543,4,3,Rural,1980,146959.529
1648,4,1,Rural,1969,178623.215
2547,4,3,Rural,1966,286760.4942
2930,2,2,Suburb,1961,272043.0326
1813,2,2,Suburb,1951,139617.314
2910,3,1,Urban,1999,327108.7778
2039,2,2,Urban,1993,243155.5096
2152,5,2,Urban,1967,201204.9
1574,2,3,Urban,2005,201584.1669
